City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
87,Matagami,CA,49.7502,-77.6328,1.51,71,100,16.11,light snow
88,Okhotsk,RU,59.3833,143.3,4.59,75,1,17.74,clear sky
89,Nargana,PA,9.4428,-78.5906,79.36,84,42,12.82,scattered clouds
90,Bilibino,RU,68.0546,166.4372,-0.13,92,100,1.92,overcast clouds
91,Jeremoabo,BR,-10.075,-38.4808,74.43,89,79,8.08,broken clouds
92,Chapayeve,UA,49.3662,35.8749,27.84,48,29,15.1,scattered clouds
93,Carnarvon,AU,-24.8667,113.6333,66.27,88,2,6.91,clear sky
94,Kavieng,PG,-2.5744,150.7967,83.66,71,82,8.63,broken clouds
95,Priargunsk,RU,50.3691,119.1012,17.51,59,22,4.16,few clouds
96,Dali,CN,25.7,100.1833,45.72,91,37,0.65,scattered clouds
97,Namibe,AO,-15.1961,12.1522,71.76,71,94,10.76,overcast clouds
98,Sioux Lookout,CA,50.1001,-91.917,14.07,34,0,13.8,clear sky
99,Jinchang,CN,38.4953,102.1739,45.41,18,61,4.23,broken clouds
100,Anadyr,RU,64.75,177.4833,0.1,84,75,6.71,light snow
101,Ambovombe,MG,-25.1667,46.0833,73.02,92,100,11.74,light rain
102,Port Alfred,ZA,-33.5906,26.891,65.17,91,99,1.99,overcast clouds
103,Hilo,US,19.7297,-155.09,80.33,61,0,10.36,clear sky
104,Qaanaaq,GL,77.484,-69.3632,9.82,93,100,5.06,overcast clouds
105,Saskylakh,RU,71.9167,114.0833,-6.34,99,100,3.49,overcast clouds
106,Maniitsoq,GL,65.4167,-52.9,24.31,73,88,6.8,overcast clouds
107,Yokadouma,CM,3.5167,15.05,75.47,41,96,1.86,overcast clouds
108,Brae,GB,60.3964,-1.353,47.32,86,3,17.31,clear sky
109,Sitka,US,57.0531,-135.33,44.49,65,20,3.44,few clouds
110,Kruisfontein,ZA,-34.0033,24.7314,63.88,81,81,5.23,broken clouds
111,Nanortalik,GL,60.1432,-45.2371,29.03,81,72,6.49,broken clouds
112,Karpathos,GR,35.507,27.2132,55.36,76,7,12.66,clear sky
113,Sholokhove,UA,47.6945,34.0312,32.29,48,33,10.92,scattered clouds
114,Bow Island,CA,49.8668,-111.3684,64.58,25,99,9.22,overcast clouds
115,Tiksi,RU,71.6872,128.8694,-2.99,95,100,4.32,overcast clouds
116,Conakry,GN,9.538,-13.6773,78.24,70,34,10.67,light rain
117,Portland,US,45.5234,-122.6762,69.89,61,40,1.99,scattered clouds
118,Bredasdorp,ZA,-34.5322,20.0403,65.1,75,36,3.53,scattered clouds
119,Kremenki,RU,54.885,37.1261,20.66,75,50,11.01,scattered clouds
120,Qostanay,KZ,53.1667,63.5833,19.24,93,17,12.5,few clouds
121,Shumskiy,RU,54.8318,99.1328,6.28,96,69,3.56,broken clouds
122,Agarak,AM,39.2068,46.5446,31.66,72,1,7.92,clear sky
123,Beloha,MG,-25.1667,45.05,72.5,90,100,10.25,overcast clouds
124,Thompson,CA,55.7435,-97.8558,14.16,26,40,0.0,scattered clouds
125,Puerto Ayora,EC,-0.7393,-90.3518,84.16,78,97,11.79,overcast clouds
126,Aklavik,CA,68.2191,-135.0107,3.97,83,92,3.44,overcast clouds
127,Upernavik,GL,72.7868,-56.1549,16.02,76,96,3.53,overcast clouds
128,Ambon,ID,-3.6954,128.1814,77.14,94,20,3.44,light rain
129,Xai-Xai,MZ,-25.0519,33.6442,72.81,89,6,5.35,clear sky
130,Timizart,DZ,36.8,4.2667,49.96,88,6,4.0,clear sky
131,Flinders,AU,-34.5833,150.8552,70.18,94,96,7.0,overcast clouds
132,Port-Cartier,CA,50.0334,-66.8654,32.22,98,100,6.69,overcast clouds
133,Souillac,MU,-20.5167,57.5167,77.38,88,40,2.3,scattered clouds
134,Abu Zabad,SD,12.35,29.25,72.19,13,71,15.95,broken clouds
135,Kununurra,AU,-15.7667,128.7333,75.18,100,88,3.44,overcast clouds
136,Sinegorye,RU,62.0788,150.477,-1.16,99,96,3.85,overcast clouds
137,Nome,US,64.5011,-165.4064,28.17,68,40,9.22,scattered clouds
138,Ostrovnoy,RU,68.0531,39.5131,18.79,78,100,5.73,overcast clouds
139,Hommelvik,NO,63.4108,10.7942,42.76,76,75,40.29,broken clouds
140,Hassleholm,SE,56.1591,13.7664,42.35,90,17,12.01,few clouds
141,San Ignacio,BZ,17.1561,-89.0714,82.54,57,0,0.0,clear sky
142,Qunduz,AF,36.729,68.857,54.46,61,6,1.36,clear sky
143,Jamestown,US,42.097,-79.2353,20.71,61,100,18.41,overcast clouds
144,Reserva,BR,-24.6503,-50.8506,62.17,79,0,0.76,clear sky
145,Guiyang,CN,26.5833,106.7167,43.29,93,100,4.47,mist
146,Nishihara,JP,26.1842,127.7558,62.26,81,75,14.97,broken clouds
147,Talnakh,RU,69.4865,88.3972,3.07,97,100,5.28,overcast clouds
148,Vardo,NO,70.3705,31.1107,26.55,51,100,7.47,light snow
149,Berlevag,NO,70.8578,29.0864,13.8,72,100,7.65,light snow
150,Husavik,IS,66.0449,-17.3389,23.99,66,45,4.43,scattered clouds
151,Lata,PT,40.1629,-8.3327,57.07,60,100,9.33,overcast clouds
152,Lincoln,US,40.8,-96.667,45.9,25,100,9.22,overcast clouds
153,Bethel,US,41.3712,-73.414,39.54,62,100,12.66,overcast clouds
154,Barcelos,PT,41.5388,-8.6151,59.85,75,94,4.05,overcast clouds
155,Lancut,PL,50.0687,22.2291,35.55,57,0,2.3,clear sky
156,Onega,RU,63.9061,38.1404,6.06,98,39,1.07,scattered clouds
157,Sisimiut,GL,66.9395,-53.6735,22.8,63,16,13.04,few clouds
158,Baturaja,ID,-4.1333,104.1667,71.65,98,58,1.14,broken clouds
159,Mecca,SA,21.4267,39.8261,72.63,42,0,3.11,clear sky
160,Cabo San Lucas,MX,22.8909,-109.9124,87.62,44,9,9.46,clear sky
161,Zhangjiakou,CN,40.81,114.8794,36.16,38,9,4.27,clear sky
162,Mahebourg,MU,-20.4081,57.7,77.29,88,40,2.3,scattered clouds
163,Ararangua,BR,-28.9347,-49.4858,66.11,84,0,3.06,clear sky
164,Sao Filipe,CV,14.8961,-24.4956,70.54,71,100,7.9,overcast clouds
165,Komsomolskiy,UZ,40.4272,71.7189,45.32,61,5,6.91,clear sky
166,San Francisco,US,37.7749,-122.4194,67.03,64,75,32.21,broken clouds
167,Zdvinsk,RU,54.7021,78.661,8.01,96,64,5.03,broken clouds
168,Alexandria,EG,31.2156,29.9553,57.16,72,0,10.36,clear sky
169,General Roca,AR,-39.0333,-67.5833,71.62,23,0,11.32,clear sky
170,New Norfolk,AU,-42.7826,147.0587,63.91,60,93,2.26,light rain
171,Faanui,PF,-16.4833,-151.75,82.02,72,18,12.77,few clouds
172,Oussouye,SN,12.485,-16.5469,73.58,69,100,10.47,overcast clouds
173,Sola,VU,-13.8833,167.55,82.78,72,98,11.27,overcast clouds
174,Kollam,IN,8.8833,76.6,78.8,85,3,2.73,clear sky
175,Pevek,RU,69.7008,170.3133,-11.04,95,41,7.72,scattered clouds
176,Norman Wells,CA,65.282,-126.8329,6.84,66,75,8.05,light snow
177,Sinnamary,GF,5.3833,-52.95,77.56,87,96,13.0,overcast clouds
178,Namatanai,PG,-3.6667,152.4333,81.9,78,99,5.35,light rain
179,Thinadhoo,MV,0.5333,72.9333,81.61,64,19,5.53,few clouds
180,Baruun-Urt,MN,46.6806,113.2792,28.38,34,95,4.05,overcast clouds
181,Damavand,IR,35.7178,52.065,33.67,56,26,4.72,scattered clouds
182,Lages,BR,-27.8161,-50.3261,58.41,87,0,3.06,clear sky
183,Firavitoba,CO,5.6689,-72.9929,57.94,90,100,2.3,overcast clouds
184,Tuy Hoa,VN,13.0833,109.3,74.8,91,99,4.63,overcast clouds
185,Esperance,AU,-33.8667,121.9,60.64,70,97,11.65,overcast clouds
186,Georgetown,MY,5.4112,100.3354,80.53,93,20,3.44,few clouds
187,East London,ZA,-33.0153,27.9116,70.54,81,76,19.39,broken clouds
188,Solnechnyy,RU,50.7214,136.6319,20.14,73,91,3.87,overcast clouds
189,Airai,TL,-8.9266,125.4092,63.46,83,85,1.03,overcast clouds
190,Castro,BR,-24.7911,-50.0119,64.36,79,5,0.45,clear sky
191,Phan Thiet,VN,10.9333,108.1,76.39,78,91,3.87,overcast clouds
192,Taoudenni,ML,22.6783,-3.9836,87.28,26,23,5.21,few clouds
193,Sembe,CG,1.6481,14.5806,78.08,45,41,1.72,scattered clouds
194,Ulladulla,AU,-35.35,150.4667,68.9,95,99,6.98,overcast clouds
195,Maumere,ID,-8.6199,122.2111,79.95,78,100,1.81,overcast clouds
196,Cabedelo,BR,-6.9811,-34.8339,79.47,84,89,9.75,overcast clouds
197,Curup,ID,-3.4667,102.5333,62.38,82,82,3.13,broken clouds
198,Vila Velha,BR,-20.3297,-40.2925,80.55,88,0,14.97,clear sky
199,Marathon,US,44.9,-89.7668,28.15,28,0,12.66,clear sky
200,Half Moon Bay,US,37.4636,-122.4286,66.81,65,20,32.21,haze
201,Wewak,PG,-3.5534,143.6268,81.28,78,100,3.29,light rain
202,Guerrero Negro,MX,27.9769,-114.0611,69.46,53,100,12.28,overcast clouds
203,Cherskiy,RU,68.75,161.3,3.99,91,99,8.5,overcast clouds
204,Phonhong,LA,18.5007,102.4166,72.39,91,4,1.79,clear sky
205,Pravia,ES,43.4906,-6.1508,58.48,94,0,4.61,clear sky
206,Pasni,PK,25.2631,63.471,77.07,72,0,9.28,clear sky
207,Yumen,CN,40.2833,97.2,42.55,26,86,13.09,overcast clouds
208,San Cristobal,VE,7.7669,-72.225,77.18,74,95,2.95,overcast clouds
209,Atbasar,KZ,51.8,68.3333,25.99,93,100,8.5,overcast clouds
210,Amarante,BR,-6.2411,-42.8547,77.09,88,99,2.04,moderate rain
211,Tucurui,BR,-3.7661,-49.6725,75.97,94,98,2.62,overcast clouds
212,Saint-Philippe,RE,-21.3585,55.7679,78.39,86,98,8.79,overcast clouds
213,Tayud,PH,10.3782,123.994,78.8,89,75,3.44,broken clouds
214,Victoria,HK,22.2855,114.1577,63.95,94,100,5.01,light rain
215,Dovers,VC,12.8833,-61.1833,76.59,77,88,19.44,overcast clouds
216,Grand Gaube,MU,-20.0064,57.6608,77.4,85,1,1.99,clear sky
217,Saint Anthony,US,45.0205,-93.218,32.25,30,0,8.05,clear sky
218,Puerto Escondido,MX,15.85,-97.0667,83.62,63,100,5.95,overcast clouds
219,Boa Vista,BR,2.8197,-60.6733,87.78,55,20,10.36,few clouds
220,Mount Gambier,AU,-37.8333,140.7667,62.51,88,37,6.91,scattered clouds
221,Marzuq,YE,14.4,46.4667,65.12,29,5,3.49,clear sky
222,Nemuro,JP,43.3236,145.575,36.39,71,80,18.34,broken clouds
223,Sherbrooke,CA,45.4001,-71.8991,28.58,67,100,14.97,overcast clouds
224,Union,US,40.6334,-74.2663,39.94,60,100,20.71,overcast clouds
225,Kaoma,ZM,-14.7833,24.8,65.66,94,100,4.27,overcast clouds
226,Yerbogachen,RU,61.2767,108.0108,14.04,95,100,8.14,overcast clouds
227,Provideniya,RU,64.3833,-173.3,19.51,73,0,0.0,clear sky
228,Kalakamati,BW,-20.5929,27.3121,63.63,87,1,12.39,clear sky
229,Auki,SB,-8.7676,160.7034,81.79,81,100,4.16,overcast clouds
230,Sande,DE,53.5049,8.0142,42.84,94,0,4.07,clear sky
231,Athabasca,CA,54.7169,-113.2854,36.01,89,100,4.36,overcast clouds
232,Ovsyanka,RU,55.9575,92.5519,2.37,97,42,2.08,scattered clouds
233,Kichera,RU,55.9375,110.0997,6.94,93,100,2.59,overcast clouds
234,Kayerkan,RU,69.3497,87.7602,4.06,97,99,5.08,overcast clouds
235,Kayes,ML,14.0,-11.0,93.94,13,95,5.44,overcast clouds
236,Minudasht,IR,37.2289,55.3747,48.54,60,8,1.61,clear sky
237,Makarov,RU,48.6333,142.8,27.28,70,100,16.11,overcast clouds
238,Caravelas,BR,-17.7125,-39.2481,76.17,83,0,5.1,clear sky
239,Burns Lake,CA,54.2331,-125.7533,44.02,72,100,3.24,overcast clouds
240,Saldanha,ZA,-33.0117,17.9442,62.96,73,7,5.39,clear sky
241,Bure,ET,10.7,37.0667,63.41,35,11,4.05,few clouds
242,Bengkulu,ID,-3.8004,102.2655,73.4,88,74,5.32,broken clouds
243,Laguna,US,38.421,-121.4238,72.43,57,0,12.66,clear sky
244,Mumford,GH,5.2618,-0.759,81.28,87,76,8.79,broken clouds
245,Lompoc,US,34.6391,-120.4579,64.85,66,100,25.01,overcast clouds
246,Nokaneng,BW,-19.6667,22.2667,72.28,60,69,6.29,broken clouds
247,Marand,IR,38.4329,45.7749,35.15,64,5,4.34,clear sky
248,Ustye,RU,59.6304,39.736,17.96,87,100,11.5,overcast clouds
249,Port Blair,IN,11.6667,92.75,80.53,78,19,5.79,few clouds
250,Constitucion,CL,-35.3333,-72.4167,57.58,78,84,13.71,broken clouds
251,Kaitangata,NZ,-46.2817,169.8464,62.98,67,4,3.04,clear sky
252,Benxi,CN,41.2886,123.765,35.92,33,0,5.88,clear sky
253,Hanzhong,CN,33.0728,107.0303,51.6,73,44,1.59,scattered clouds
254,Mount Isa,AU,-20.7333,139.5,80.37,26,0,6.91,clear sky
255,Morehead,US,37.2711,-87.1764,47.98,38,0,7.0,clear sky
256,Biak,ID,-0.9131,122.8766,77.68,80,100,1.07,moderate rain
257,Dudinka,RU,69.4058,86.1778,2.19,97,95,6.64,overcast clouds
258,Praia Da Vitoria,PT,38.7333,-27.0667,61.05,94,40,9.24,scattered clouds
259,Cairns,AU,-16.9167,145.7667,83.1,78,97,3.44,overcast clouds
260,Fort Nelson,CA,58.8053,-122.7002,29.79,47,40,2.3,scattered clouds
261,Cidreira,BR,-30.1811,-50.2056,69.31,80,0,7.52,clear sky
262,Saint-Augustin,CA,51.226,-58.6502,33.6,96,100,18.34,overcast clouds
263,Araci,BR,-11.3333,-38.9667,77.72,75,78,11.68,broken clouds
264,Yaan,NG,7.3833,8.5667,86.0,11,9,3.62,clear sky
265,Capao Bonito,BR,-24.0058,-48.3494,67.39,99,100,4.92,overcast clouds
266,Atasu,KZ,48.6814,71.6433,23.68,97,95,8.88,overcast clouds
267,Menongue,AO,-14.6585,17.691,65.32,91,96,2.39,overcast clouds
268,Okha,RU,53.5739,142.9478,13.06,87,100,20.13,overcast clouds
269,Kapfenberg,AT,47.454,15.2702,50.67,66,0,1.74,clear sky
270,Siniscola,IT,40.5719,9.6922,47.75,79,81,3.62,broken clouds
271,Chokurdakh,RU,70.6333,147.9167,-7.58,97,85,5.28,overcast clouds
272,Srednekolymsk,RU,67.45,153.6833,6.24,81,45,3.36,scattered clouds
273,Beisfjord,NO,68.3751,17.5988,24.85,93,100,7.16,light snow
274,Tasiilaq,GL,65.6145,-37.6368,26.76,78,100,12.55,overcast clouds
275,Sal Rei,CV,16.1833,-22.9167,69.6,79,100,13.31,overcast clouds
276,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.12,97,92,1.45,overcast clouds
277,Acapulco,MX,16.8634,-99.8901,83.5,45,78,9.33,broken clouds
278,Ilulissat,GL,69.2167,-51.1,20.07,68,65,9.17,broken clouds
279,Umba,RU,66.6871,34.3429,5.65,94,17,5.3,few clouds
280,Russell,US,32.3502,-85.1999,72.68,29,40,13.8,scattered clouds
281,Privas,FR,44.5833,4.5,52.52,53,9,1.45,clear sky
282,Linhares,BR,-19.3911,-40.0722,75.25,87,7,5.99,clear sky
283,Huambo,AO,-12.7761,15.7392,60.87,97,100,4.0,light rain
284,Plettenberg Bay,ZA,-34.0527,23.3716,67.51,58,65,4.81,broken clouds
285,Beira,MZ,-19.8436,34.8389,78.89,88,75,7.0,broken clouds
286,Katyuzhanka,UA,50.806,30.1376,29.59,55,77,8.81,broken clouds
287,Vanimo,PG,-2.6741,141.3028,83.1,69,92,3.85,overcast clouds
288,Salvador,SV,13.8333,-88.9167,84.24,36,88,1.63,overcast clouds
289,Waraseoni,IN,21.75,80.0333,76.95,14,47,0.78,scattered clouds
290,Lipari,IT,38.4674,14.954,61.32,80,62,15.68,broken clouds
291,Pangody,RU,65.85,74.4859,10.04,94,100,13.09,overcast clouds
292,Paragominas,BR,-2.9667,-47.4833,74.1,97,100,3.71,light rain
293,Maceio,BR,-9.6658,-35.7353,78.24,88,75,0.0,broken clouds
294,Abu Samrah,SY,35.3029,37.1841,43.41,70,0,5.37,clear sky
295,Usinsk,RU,65.9939,57.5281,22.03,96,100,7.61,snow
296,Khelyulya,RU,61.7333,30.6833,23.77,83,100,7.9,overcast clouds
297,Riyadh,SA,24.6877,46.7219,60.94,26,0,9.62,clear sky
298,Morden,CA,49.1919,-98.1014,25.09,53,18,6.91,few clouds
299,Paamiut,GL,61.994,-49.6678,25.07,81,92,4.5,overcast clouds
300,Umm Lajj,SA,25.0213,37.2685,78.03,23,62,25.81,broken clouds
301,Oriximina,BR,-1.7656,-55.8661,77.43,89,90,0.47,overcast clouds
302,Khatanga,RU,71.9667,102.5,-21.44,100,92,4.88,overcast clouds
303,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.77,90,0,11.18,clear sky
304,Port Hedland,AU,-20.3167,118.5667,80.65,78,99,6.91,overcast clouds
305,Tripoli,LY,32.8752,13.1875,62.02,80,100,8.63,overcast clouds
306,Clyde River,CA,70.4692,-68.5914,-3.77,84,75,5.75,broken clouds
307,Norsup,VU,-16.0667,167.3833,83.82,77,100,6.04,overcast clouds
308,Fridley,US,45.0861,-93.2633,32.52,31,0,11.01,clear sky
309,Solok,ID,-0.7918,100.6593,61.75,57,68,1.52,broken clouds
310,Zaltbommel,NL,51.8,5.25,48.99,73,0,1.99,clear sky
311,Nizwa,OM,22.9333,57.5333,75.13,27,0,0.36,clear sky
312,Mbini,GQ,1.574,9.6134,78.64,86,42,4.9,scattered clouds
313,Hamilton,US,39.1834,-84.5333,41.23,47,0,14.97,clear sky
314,Raudeberg,NO,61.9875,5.1352,44.87,90,98,22.41,overcast clouds
315,Teahupoo,PF,-17.8333,-149.2667,78.76,75,55,14.63,light rain
316,Kagoro,NG,9.6,8.3833,74.68,15,5,7.38,clear sky
317,Serrinha,BR,-11.6642,-39.0075,75.88,77,87,11.79,overcast clouds
318,Kerepehi,NZ,-37.3,175.5333,67.05,59,41,6.08,scattered clouds
319,Egvekinot,RU,66.3167,-179.1667,3.99,85,9,0.31,clear sky
320,Salalah,OM,17.0151,54.0924,77.09,53,0,3.44,clear sky
321,Ribeira Grande,PT,38.5167,-28.7,60.15,85,100,16.98,overcast clouds
322,Podyuga,RU,61.095,40.8647,13.89,93,100,9.46,overcast clouds
323,Poum,NC,-20.2333,164.0167,81.72,72,31,17.49,scattered clouds
324,Gagra,GE,43.3283,40.2239,40.14,95,100,6.8,overcast clouds
325,Vao,NC,-22.6667,167.4833,76.6,69,19,16.15,few clouds
326,Nieuw Amsterdam,SR,5.8833,-55.0833,80.76,81,20,11.5,few clouds
327,Devrek,TR,41.2192,31.9558,43.11,85,59,4.72,broken clouds
328,Harper,LR,4.375,-7.7169,80.19,88,86,4.56,overcast clouds
329,Severo-Kurilsk,RU,50.6789,156.125,33.26,90,79,25.7,light snow
330,Rovaniemi,FI,66.5,25.7167,18.81,57,100,8.05,light shower snow
331,Rio Gallegos,AR,-51.6226,-69.2181,53.65,37,40,18.41,scattered clouds
332,Hay River,CA,60.8156,-115.7999,6.76,72,75,4.61,broken clouds
333,Tynda,RU,55.1667,124.7167,13.12,92,96,2.28,overcast clouds
334,De Aar,ZA,-30.6497,24.0123,69.33,35,9,4.29,clear sky
335,Ewa Beach,US,21.3156,-158.0072,80.55,64,100,10.36,overcast clouds
336,Volchikha,RU,52.0333,80.3833,29.28,97,100,4.61,overcast clouds
337,Port-Gentil,GA,-0.7193,8.7815,82.36,89,40,10.36,scattered clouds
338,Katherine,AU,-14.4667,132.2667,77.32,83,94,0.0,overcast clouds
339,Amahai,ID,-3.3333,128.9167,78.03,84,100,3.02,overcast clouds
340,Arraial Do Cabo,BR,-22.9661,-42.0278,78.66,89,40,5.75,light intensity drizzle
341,Atambua,ID,-9.1061,124.8925,74.64,85,74,1.7,broken clouds
342,Starychi,UA,49.98,23.5585,34.14,53,30,5.03,scattered clouds
343,Kurmanayevka,RU,52.5093,52.0675,23.45,96,80,9.42,broken clouds
344,Bambanglipuro,ID,-7.95,110.2833,76.12,88,85,4.56,overcast clouds
345,Hit,IQ,33.6416,42.8251,52.72,50,0,10.51,clear sky
346,Khash,IR,28.2211,61.2158,61.03,20,0,5.95,clear sky
347,Sri Aman,MY,1.2376,111.4621,73.45,94,98,0.0,overcast clouds
348,Nanakuli,US,21.3906,-158.1547,80.55,63,100,10.36,overcast clouds
349,Kadoma,JP,34.7333,135.5833,52.65,50,75,16.11,broken clouds
350,Begoro,GH,6.3871,-0.3774,75.04,87,71,5.53,broken clouds
351,Bereda,ES,43.2686,-7.5406,56.57,84,100,0.67,overcast clouds
352,Kardamaina,GR,36.7814,27.1425,58.48,58,20,3.44,few clouds
353,Bainbridge,US,47.6262,-122.5212,69.03,70,40,4.0,scattered clouds
354,Fortuna,US,40.5982,-124.1573,65.93,71,0,9.22,clear sky
355,Keratea,GR,37.8073,23.9769,56.48,69,100,2.15,overcast clouds
356,Bandarbeyla,SO,9.4942,50.8122,77.56,71,4,10.54,clear sky
357,Muros,ES,42.7762,-9.0603,56.08,81,100,5.26,overcast clouds
358,Rumes,BE,50.5446,3.3209,48.13,80,0,6.91,clear sky
359,Barahona,DO,18.2085,-71.1008,80.42,83,75,14.97,broken clouds
360,Merauke,ID,-8.4667,140.3333,80.06,84,97,12.17,overcast clouds
361,Taltal,CL,-25.4,-70.4833,67.53,75,23,3.87,few clouds
362,Huilong,CN,31.8111,121.655,48.92,63,100,11.32,overcast clouds
363,Ust-Maya,RU,60.4167,134.5333,2.98,99,100,2.89,overcast clouds
364,Sobolevo,RU,54.4299,31.8996,22.01,74,99,5.88,overcast clouds
365,Pundaguitan,PH,6.3711,126.1689,80.67,75,80,7.2,broken clouds
366,Griffith,US,41.5284,-87.4237,37.06,57,0,9.22,clear sky
367,Adrar,MR,20.5022,-10.0711,78.06,12,7,2.91,clear sky
368,Erzin,TR,36.9559,36.2,44.85,62,0,2.33,clear sky
369,Casa Nova,BR,-9.4167,-41.1333,84.27,55,95,11.68,light rain
370,Bonthe,SL,7.5264,-12.505,78.35,85,81,3.2,light rain
371,Alice Springs,AU,-23.7,133.8833,69.22,32,1,5.75,clear sky
372,Ust-Kuyga,RU,70.0167,135.6,-2.92,99,99,7.61,overcast clouds
373,Beipiao,CN,41.7919,120.7792,34.36,33,0,5.84,clear sky
374,Oeiras,BR,-7.0253,-42.1311,74.66,88,97,3.62,moderate rain
375,Vengerovo,RU,55.6848,76.7471,0.19,99,69,4.29,broken clouds
376,Den Helder,NL,52.9599,4.7593,45.01,98,100,17.0,mist
377,Jalu,LY,29.0331,21.5482,61.29,23,0,10.69,clear sky
378,Trofors,NO,65.5333,13.4063,33.67,98,100,23.31,light snow
379,Pochutla,MX,15.7432,-96.4661,85.82,51,100,6.53,overcast clouds
380,Coquimbo,CL,-29.9533,-71.3436,60.53,88,75,9.22,broken clouds
381,Karatuzskoye,RU,53.6072,92.8667,3.54,99,92,2.04,overcast clouds
382,Livno,BA,43.8269,17.0078,45.36,62,15,3.02,few clouds
383,Kyzyl-Suu,KG,42.3414,78.0056,28.96,69,94,7.45,overcast clouds
384,Machachi,EC,-0.5,-78.5667,55.76,98,100,1.63,light rain
385,Barreirinha,BR,-2.7933,-57.07,76.78,95,90,2.17,overcast clouds
386,Senanga,ZM,-16.1167,23.2667,68.41,77,69,2.75,broken clouds
387,Loandjili,CG,-4.7561,11.8578,78.91,94,75,1.14,thunderstorm
388,Makakilo City,US,21.3469,-158.0858,79.12,64,100,10.36,overcast clouds
389,Mabaruma,GY,8.2,-59.7833,74.77,82,96,5.44,overcast clouds
390,Longyearbyen,SJ,78.2186,15.6401,8.44,66,36,11.5,scattered clouds
391,Channel-Port Aux Basques,CA,47.5702,-59.1367,34.74,98,100,10.22,snow
392,Chuy,UY,-33.6971,-53.4616,64.13,71,0,1.34,clear sky
393,Margate,GB,51.3813,1.3862,46.31,90,1,1.01,clear sky
394,Uyutne,UA,45.1994,33.3014,40.66,50,95,13.31,overcast clouds
395,Champerico,GT,14.3,-91.9167,79.34,67,74,7.81,broken clouds
396,Saint-Joseph,RE,-21.3667,55.6167,77.38,86,91,7.05,overcast clouds
397,Eureka,US,40.8021,-124.1637,71.74,69,99,8.01,overcast clouds
398,Te Anau,NZ,-45.4167,167.7167,66.31,55,5,1.25,clear sky
399,Peniche,PT,39.3558,-9.3811,64.11,66,100,13.15,overcast clouds
400,Xihe,CN,31.6864,113.4659,48.72,77,7,4.25,clear sky
401,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.91,98,95,4.14,overcast clouds
402,Yulara,AU,-25.2406,130.9889,69.64,23,74,4.61,broken clouds
403,Aljezur,PT,37.3191,-8.8033,59.31,72,100,18.39,overcast clouds
404,Ziro,IN,27.6333,93.8333,46.17,90,18,1.19,few clouds
405,Botngard,NO,63.7653,9.8111,42.33,75,75,34.92,broken clouds
406,Shimoda,JP,34.6667,138.95,54.1,65,82,9.51,broken clouds
407,Pringsewu,ID,-5.3582,104.9744,72.09,96,53,0.76,broken clouds
408,Ludwigslust,DE,53.3167,11.5,45.82,94,12,6.26,few clouds
409,Roma,US,43.2128,-75.4557,24.94,75,100,21.85,overcast clouds
410,Baculin,PH,7.4525,126.5842,78.51,83,85,2.62,overcast clouds
411,Olinda,BR,-8.0089,-34.8553,82.13,78,75,6.91,broken clouds
412,Leningradskiy,RU,69.3833,178.4167,-0.85,83,14,2.91,few clouds
413,Les Cayes,HT,18.2,-73.75,76.96,75,71,9.4,broken clouds
414,Bela,IN,25.9333,81.9833,74.05,11,0,4.81,clear sky
415,El Alto,PE,-4.2714,-81.2147,73.4,73,100,10.38,overcast clouds
416,Christiansburg,US,37.1298,-80.4089,41.58,41,0,11.5,clear sky
417,Cache Creek,CA,50.8101,-121.3246,49.91,96,100,1.66,overcast clouds
418,Klaksvik,FO,62.2266,-6.589,40.12,83,100,13.96,overcast clouds
419,Hobyo,SO,5.3505,48.5268,79.9,64,100,12.8,overcast clouds
420,Avarua,CK,-21.2078,-159.775,84.25,79,75,6.91,broken clouds
421,Tigre,AR,-34.426,-58.5796,78.8,62,0,3.44,clear sky
422,Marsa Matruh,EG,31.3525,27.2453,53.8,82,0,2.3,clear sky
423,Bubaque,GW,11.2833,-15.8333,76.15,67,94,20.62,overcast clouds
424,Dalvik,IS,65.9702,-18.5286,24.73,74,97,4.43,overcast clouds
425,Fairview,US,40.8126,-73.999,39.24,56,100,20.71,overcast clouds
426,Kempele,FI,64.9131,25.5034,23.02,86,100,18.41,snow
427,Santa Rita,BR,-7.1139,-34.9781,79.47,94,75,3.44,broken clouds
428,Nizhniy Odes,RU,63.6445,54.856,27.43,97,100,6.33,light snow
429,Canon City,US,38.441,-105.2424,76.14,32,0,7.0,clear sky
430,Port Macquarie,AU,-31.4333,152.9167,67.89,100,75,0.0,light rain
431,Kamenka,RU,51.3223,42.7678,23.72,85,100,19.35,overcast clouds
432,Urumqi,CN,43.801,87.6005,36.55,81,0,2.24,clear sky
433,Grindavik,IS,63.8424,-22.4338,40.95,87,100,13.8,overcast clouds
434,Lubango,AO,-14.9172,13.4925,61.63,56,100,1.52,overcast clouds
435,Hluboka Nad Vltavou,CZ,49.0523,14.4343,49.87,74,0,2.01,clear sky
436,Sefophe,BW,-22.1833,27.9667,63.55,93,2,5.32,clear sky
437,Comodoro Rivadavia,AR,-45.8667,-67.5,67.86,26,40,23.02,dust
