City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1412,Santo Tomas,PH,81.48,overcast clouds,14.1079,121.1414,Microtel by Wyndham Batangas
1416,Larap,PH,79.3,overcast clouds,14.299,122.6504,Montemayor Cove
1417,Malkangiri,IN,75.74,clear sky,18.35,81.9,MR-SAGAR_KUMAR_RTR™
1419,Vicksburg,US,80.83,clear sky,32.3526,-90.8779,La Quinta Inn & Suites by Wyndham Vicksburg
1423,Anahuac,MX,88.45,scattered clouds,27.2333,-100.15,HOTEL SAN FELIPE
1427,Pailon,BO,80.28,broken clouds,-17.65,-62.75,Alojamiento pailon
1433,Tecoanapa,MX,83.64,broken clouds,16.5167,-98.75,Hotel Manglares
1436,Goundi,TD,84.07,clear sky,9.3627,17.366,
1438,Tirumullaivasal,IN,80.08,clear sky,11.2333,79.8333,Almupaark complex
1440,Guanaja,HN,77.43,overcast clouds,16.4,-85.9,Parrot Beach
1442,Estelle,US,80.98,clear sky,29.8458,-90.1067,Boomtown Casino & Hotel New Orleans
1444,Kourou,GF,81.1,overcast clouds,5.1552,-52.6478,Lodge TAKINI4 Guesthouse KOUROU FGU
1452,Los Algarrobos,PA,88.21,few clouds,8.5,-82.4333,Waterfall Hostel
1453,Seguela,CI,81.46,broken clouds,7.9611,-6.6731,Hotel le Carrefour
1456,San Policarpo,PH,80.55,overcast clouds,12.1791,125.5072,Agapita M. Nicart
1458,Tucuma,BR,76.05,heavy intensity rain,-0.1833,-50.05,
1461,Majene,ID,79.29,overcast clouds,-3.5403,118.9707,Kost Putri RABBANI
1463,Mogadishu,SO,80.55,overcast clouds,2.0371,45.3438,Hotel Juba
1466,Palmas De Monte Alto,BR,80.22,broken clouds,-14.2672,-43.1619,RAVENA AUTO POSTO LTDA
1468,Pitimbu,BR,79.39,light rain,-7.4706,-34.8086,Reserva do Abiaí
1470,Pacatuba,BR,81.46,overcast clouds,-3.9842,-38.6203,Pousada das Andreias
1471,Vung Tau,VN,80.85,overcast clouds,10.346,107.0843,Seaside Resort
1480,Jardim,BR,76.68,few clouds,-21.4803,-56.1381,Estancia Hotel - Jardim MS
1482,Angoche,MZ,77.63,overcast clouds,-16.2325,39.9086,Guest House HESADA
1483,Formosa Do Rio Preto,BR,80.15,broken clouds,-11.0483,-45.1931,Porto Center Hotel
1487,Morant Bay,JM,83.82,light rain,17.8815,-76.4093,Whispering Bamboo Cove Resort
1488,Phayakkhaphum Phisai,TH,75.72,moderate rain,15.5163,103.1937,โรงแรมบ้านนงนุชโฮเตล
1500,Arlit,NE,76.05,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
1501,Kandi,BJ,83.62,clear sky,11.1342,2.9386,Baric Motel De Kandi
1502,Veraval,IN,77.77,clear sky,20.9,70.3667,Lords Inn Somnath
1506,Da Nang,VN,78.78,broken clouds,16.0678,108.2208,Grand Mercure Danang
1507,Tucupita,VE,77.13,overcast clouds,9.0622,-62.051,Hotel Tucupita Su​ite C.A.
1510,Fundacion,CO,83.71,broken clouds,10.5207,-74.185,ITN Fundación Magdalena
1515,Nicolas Bravo,MX,81.03,overcast clouds,18.45,-88.9167,
1519,Galesong,ID,75.22,overcast clouds,-5.3166,119.3661,Sapriadi Appy
1521,Shimoni,KE,81.46,scattered clouds,-4.6476,39.3817,Shimoni Reef Lodge
1528,Manado,ID,75.97,few clouds,1.487,124.8455,Aryaduta Hotel
1533,Sangod,IN,80.02,clear sky,24.9167,76.2833,krishan sharema
1534,Iracoubo,GF,77.94,overcast clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
1542,Dapaong,TG,87.87,clear sky,10.8639,0.205,Hotel Caroli
1548,Roxas,PH,79.0,broken clouds,11.5853,122.7511,Urban Manor Hotel
1550,Flic En Flac,MU,76.51,clear sky,-20.2742,57.3631,Hilton Mauritius Resort & Spa
1559,Penalva,BR,75.45,moderate rain,-3.2942,-45.1736,Hotel São José
1562,Iacu,BR,77.43,overcast clouds,-12.7672,-40.2117,Pousada e Restaurante Portal da Chapada
1563,Santiago Del Estero,AR,76.6,clear sky,-27.7951,-64.2615,Apartamentos Castelli 90
1565,Santarem,BR,77.5,broken clouds,-2.4431,-54.7083,Hotel Imperador
1566,Pahrump,US,82.94,overcast clouds,36.2083,-115.9839,Best Western Pahrump Oasis
1573,Selma,US,83.08,broken clouds,36.5708,-119.6121,"Holiday Inn Selma-Swancourt, an IHG Hotel"
1574,Bonoua,CI,82.02,broken clouds,5.2741,-3.595,Hotel Bon Samaritian
1579,Trairi,BR,76.87,overcast clouds,-3.2778,-39.2689,janelas do mar
1581,Cozumel,MX,78.94,few clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
1584,Weligama,LK,76.19,few clouds,5.9667,80.4167,Weligama Bay Resort
1587,Chabahar,IR,77.74,clear sky,25.2919,60.643,هتل گدروشیا
1589,Santa Rosa,PH,84.02,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
1590,Yenagoa,NG,79.09,broken clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
1593,San Lazaro,BZ,80.56,overcast clouds,18.0387,-88.6622,
1595,Buala,SB,81.57,moderate rain,-8.145,159.5921,Maringe Lagoon Lodge
1605,Urucara,BR,76.37,overcast clouds,-2.5364,-57.76,Pousada Maria Bonita
1612,Zaraza,VE,83.08,overcast clouds,9.3503,-65.3245,Hotel Zaraza
1613,Anloga,GH,82.47,scattered clouds,5.7947,0.8973,Pin Drop Hotel
1614,Bodden Town,KY,79.0,overcast clouds,19.2833,-81.25,Will T Place
1616,Gandai,IN,75.63,broken clouds,21.6667,81.1,Sri Sai Lodge
1621,Barra Do Garcas,BR,75.2,broken clouds,-15.89,-52.2567,Pousada Tropical
1627,San Fernando,PH,78.62,scattered clouds,15.0286,120.6898,Maharlika Hostel
1628,Bousso,TD,83.08,few clouds,10.4795,16.7117,
1630,Januaria,BR,84.45,light rain,-15.4833,-44.3667,Hotel Paraguassu
1632,Kadayanallur,IN,77.38,clear sky,9.0833,77.35,Shahul Hameed
1637,Koungou,YT,76.71,clear sky,-12.7336,45.2042,Villa Netibor
1641,Tabuk,PH,75.27,clear sky,17.4189,121.4443,Golden Berries Hotel and Convention
1645,Cam Ranh,VN,76.96,clear sky,11.9214,109.1591,OYO 598 Peony Hotel
1652,Ocos,GT,82.96,broken clouds,14.5094,-92.1933,Auto Hotel El Soñador
1654,Isabela,PH,78.73,heavy intensity rain,6.7085,121.9711,Isawad Resort
1661,San Teodoro,PH,79.77,broken clouds,13.4375,121.0193,"EdRay's Guesthouse, Restaurant and Bar"
1662,Puri,IN,81.12,scattered clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
1675,Sechura,PE,80.13,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
1682,Quibor,VE,83.3,broken clouds,9.9287,-69.6201,Hostería Valle de Quibor
1683,Timbiqui,CO,77.7,light rain,2.7717,-77.6654,Hotel Sharey
1687,Black River,JM,79.88,broken clouds,18.0264,-77.8487,Idlers' Rest Beach Hotel
1692,Bamako,ML,82.81,clear sky,12.65,-8.0,Hôtel l’Amitié Bamako
1696,Kerema,PG,82.56,broken clouds,-7.9631,145.7785,Frena Lodge
1697,Nisia Floresta,BR,77.81,broken clouds,-6.0911,-35.2086,Rancho Crepusculo
1701,Madaoua,NE,77.32,clear sky,14.073,5.96,
1707,Alim,PH,79.93,overcast clouds,9.5649,122.4876,Calamai Tropica
1708,Pozo Colorado,PY,75.04,clear sky,-23.4923,-58.7972,Hospedaje la Amistad
1710,Acajutla,SV,84.6,overcast clouds,13.5928,-89.8275,Laureles
1711,Manggar,ID,79.11,broken clouds,-2.8833,108.2667,Guest Hotel
1716,Balikpapan,ID,76.19,scattered clouds,-1.2675,116.8289,Swiss-Belhotel Balikpapan
1719,Buin,CL,77.05,overcast clouds,-33.7333,-70.75,Paihuen
1724,San Pedro,PH,83.26,overcast clouds,14.35,121.0167,Esquivel's Garden And Resort
1726,Madang,PG,79.81,moderate rain,-5.2246,145.7966,Comfort Inn Hotel
1729,Ouahigouya,BF,85.53,broken clouds,13.5828,-2.4216,Hotel Liberte
1735,Wau,SS,82.58,overcast clouds,7.7029,27.9953,Universal Gab Hotel
1740,Djibo,BF,86.59,scattered clouds,14.1022,-1.6306,Centre Des Ressources DPENA
1744,Kantunilkin,MX,79.16,few clouds,21.0917,-87.45,Posada Paraiso
1746,Espanola,US,78.87,broken clouds,35.9911,-106.0806,Santa Claran Hotel Casino
1747,Pekan Nenas,MY,75.25,broken clouds,1.51,103.5141,Village Custle
1748,Progreso,MX,83.1,clear sky,21.2833,-89.6667,Playa Linda Hotel
1749,Kampot,KH,78.85,broken clouds,10.6167,104.1833,Two Moons Hotel
1755,Novita,CO,77.52,heavy intensity rain,4.9551,-76.6053,B/ Buenos Aires Sector Las Curvitas
1756,Maningrida,AU,79.36,overcast clouds,-12.0667,134.2667,Dhukurrdji Lodge
1758,San-Pedro,CI,79.63,broken clouds,4.7485,-6.6363,Hotel Maria
1759,Salinopolis,BR,77.92,heavy intensity rain,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
1766,Bamnet Narong,TH,78.12,scattered clouds,15.4992,101.6897,Jong Jaroen Resort
1771,Trat,TH,82.9,light rain,12.5,102.5,สวนหนิง-อัศ
1775,La Asuncion,VE,76.55,broken clouds,11.0333,-63.8628,Colinas de Matasiete
1776,Robertsport,LR,80.44,overcast clouds,6.7533,-11.3686,Kwepunha Retreat
1780,Trincomalee,LK,79.23,clear sky,8.5711,81.2335,Welcombe Hotel
1782,Mersing,MY,76.91,broken clouds,2.4312,103.8405,Timotel Hotel
1788,Chake Chake,TZ,80.22,scattered clouds,-5.2459,39.7666,Hotel Archipelago
1789,Kendari,ID,76.96,moderate rain,-3.945,122.4989,Hotel Wixel
1790,Port Antonio,JM,81.0,broken clouds,18.18,-76.4612,The Trident Hotel
1793,Taunsa,PK,80.47,clear sky,30.7048,70.6505,Nan shop
1800,Malakal,SS,82.89,scattered clouds,9.5334,31.6605,Nile Palace Hotel
1802,Jilib,SO,78.6,scattered clouds,0.4883,42.7854,Waadi Hotel
1804,Kupang,ID,78.76,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
1817,Pilar,BR,76.93,light rain,-9.5972,-35.9567,Pousada e churrascaria Manguaba
1821,Tevaitoa,PF,82.08,light rain,-16.7833,-151.5,Hôtel Raiatea Lodge
1834,Piacabucu,BR,79.39,overcast clouds,-10.4056,-36.4344,Piaçabuçu News
1844,Madras,IN,82.38,mist,13.0878,80.2785,"Taj Connemara, Chennai"
1845,Babai,IN,78.57,few clouds,22.7,77.9333,Sumit Kahar
1848,Mana,GF,77.47,overcast clouds,5.6592,-53.7767,LE SAMANA
1854,Lodwar,KE,85.62,overcast clouds,3.1191,35.5973,Solmar Gracious Hotel
1860,Tambacounda,SN,88.18,overcast clouds,13.7539,-13.7586,
1863,Puerto Ayacucho,VE,80.19,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
1864,Minbu,MM,78.87,few clouds,20.1833,94.8833,Pan Tha Tin Guest House - Burmese Only
1869,Boffa,GN,77.5,few clouds,10.1667,-14.0333,Hôtel Niara Belly
1871,San Estanislao,CO,82.29,overcast clouds,10.3983,-75.1511,Hostal Bugambilia
1877,Santiago De Cuba,CU,80.71,scattered clouds,20.0247,-75.8219,Cubanacan San Felix
1879,Dungarpur,IN,80.74,clear sky,23.8333,73.7167,Gayatri Hotel
1883,Saint Marys,US,75.31,clear sky,30.7305,-81.5465,Spencer House Inn
1884,Ailigandi,PA,79.2,broken clouds,9.2333,-78.0167,Akwa Reef Lodge
1894,Ormara,PK,77.61,clear sky,25.2088,64.6357,Kenara Colony house for Rent
1899,Roura,GF,80.96,broken clouds,4.7263,-52.3274,Amazonie Découverte SARL
1904,Jacareacanga,BR,75.6,light rain,-6.2222,-57.7528,Casa do Ian😎
1905,Atoyac,MX,86.86,scattered clouds,20.0167,-103.5333,OYO Hotel Del Portal
1907,Coruripe,BR,79.0,overcast clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
1908,Pouembout,NC,82.6,broken clouds,-21.1333,164.9,Camping de Tipenga
1909,Caraballeda,VE,78.87,scattered clouds,10.6112,-66.8522,Hotel 15 Letras
1912,Akle,PH,79.79,broken clouds,15.0482,121.0733,MOUNTAINVIEW RESORT (Official)
1914,Kralendijk,BQ,78.3,few clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
1916,Ca Mau,VN,78.58,scattered clouds,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
1919,Tambopata,PE,80.49,clear sky,-12.7333,-69.1833,
1921,Senador Jose Porfirio,BR,75.92,heavy intensity rain,-2.5908,-51.9542,Pousada Novo Horizonte
1928,Finschhafen,PG,83.5,overcast clouds,-6.6024,147.8681,Cossam Guest House
1931,Camapua,BR,75.06,broken clouds,-19.5314,-54.0439,Comercial Estrela
1933,Puerto Madero,MX,86.2,broken clouds,14.7208,-92.4215,DEPARTAMENTOS LA ESTANCIA
1934,Seguin,US,88.23,clear sky,29.5688,-97.9647,La Quinta Inn & Suites by Wyndham Seguin
1938,Conde,BR,78.26,scattered clouds,-7.2597,-34.9075,Pousada Beija Flor
1943,Moss Point,US,76.57,clear sky,30.4116,-88.5345,"Holiday Inn Express Pascagoula-Moss Point, an IHG Hotel"
1944,Texarkana,US,79.02,clear sky,33.4251,-94.0477,"Holiday Inn Express & Suites Texarkana, an IHG Hotel"
1945,Patur,IN,82.78,clear sky,20.45,76.9333,Hotel Rana Washim Road Patur
1946,Fare,PF,82.13,scattered clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
1958,Nhulunbuy,AU,84.81,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
1965,Nha Trang,VN,77.0,overcast clouds,12.25,109.1833,Hanoi Golden Hotel
1973,Ahmadpur East,PK,82.65,clear sky,29.1431,71.2598,Irfan fabrics
1974,Micheweni,TZ,81.48,broken clouds,-4.9667,39.8333,
1978,Laureles,US,80.74,clear sky,26.1092,-97.4941,Los Fresnos Inn
1988,Melbourne,US,76.98,clear sky,28.0836,-80.6081,"Hilton Melbourne, FL"
1989,Ariguani,CO,84.42,overcast clouds,10.25,-74.0,
1990,Matamoros,MX,88.93,broken clouds,25.5333,-103.25,Quinta Belem
1992,Luganville,VU,83.62,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
1994,Mananjary,MG,76.71,light rain,-21.2167,48.3333,Vahiny Lodge
1995,Upington,ZA,78.33,clear sky,-28.4478,21.2561,River Place Manor
1997,Santiago,CL,76.28,broken clouds,-33.4569,-70.6483,Hotel Panamericano
1999,Savanur,IN,75.61,scattered clouds,14.9667,75.35,Vishnu Vilas Hotel
2003,Kilindoni,TZ,82.96,light rain,-7.9139,39.6668,Bustani B&B
2008,Las Cruces,US,89.71,clear sky,32.3123,-106.7783,SpringHill Suites by Marriott Las Cruces
2010,Murud,IN,76.53,clear sky,18.3258,72.965,On Point Plaza
2024,Nova Olimpia,BR,76.93,overcast clouds,-14.7972,-57.2881,Motel glamour
2025,Odienne,CI,80.15,scattered clouds,9.51,-7.5692,Oustaz Vame DIAKITE
2026,Sao Sebastiao,BR,75.4,light rain,-23.76,-45.4097,Hotel Recanto dos Pássaros
2031,Dhidhdhoo,MV,82.2,few clouds,6.8833,73.1,Dhidhoo beach
2032,Sainte-Rose,GP,77.04,few clouds,16.3324,-61.6979,Villa - Duzer
2034,Porbandar,IN,78.73,clear sky,21.6422,69.6093,Lords Inn Porbandar
2035,Mareeba,AU,79.48,overcast clouds,-17.0,145.4333,Trinity Plains Tourist Park
2040,Ciudad Guayana,VE,81.81,broken clouds,8.3533,-62.6528,Hotel Las Americas
2042,Manavalakurichi,IN,78.48,clear sky,8.1333,77.3,Jebinrio home
2045,Kroya,ID,75.58,overcast clouds,-7.6331,109.2461,RUSTANTO Fam
2048,Moroni,KM,80.78,overcast clouds,-11.7022,43.2551,Hotel les Arcades
2054,Gorontalo,ID,76.5,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
2060,Palimbang,PH,79.39,overcast clouds,6.2106,124.1894,Felmar Beach resort
2061,Tagana-An,PH,78.94,moderate rain,9.6972,125.5856,"Camille Ann, Islet Resort"
2067,Tsabong,BW,75.69,clear sky,-26.0217,22.401,Springbok Motel
2072,Palu,ID,76.82,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
2077,Minna,NG,83.64,clear sky,9.6139,6.5569,Royal Park hotel & suites
2085,Road Town,VG,78.84,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
2095,Moerai,PF,80.4,broken clouds,-22.4333,-151.3333,Le Manotel
